ftype	name	org_hydrocode	issuer_hydrocode	admincode	registgration_id	startdate	enddate	status	description
vdeq_vwuds	Brandermill Country Club(Brandermill Country Club (Irrigation))	vwuds_rp_3882	vdeq_vwuds	vwuds_10331	10331	2015-01-01		active	
vdeq_vwuds	Heritage Hall(Heritage Hall)	vwuds_rp_3032	vdeq_vwuds	vwuds_10279	10279	2015-01-01		inactive	
vdeq_vwuds	ELEM., MIDDLE & HIGH SCHOOLS(RICHLANDS SCHOOL COMPLEX)	vwuds_rp_1395	vdeq_vwuds	vwuds_0889	0889	1982-01-01		inactive	
vdeq_vwuds	Hopyard Farms Community Water System(Hopyard Farms Community Water System)	vwuds_rp_3048	vdeq_vwuds	vwuds_10280	10280	2015-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_1497	vdeq_vwuds	vwuds_5595	5595			inactive	
vdeq_vwuds	FORT CHISWELL HIGH SCHOOL(FORT CHISWELL HIGH SCHOOL)	vwuds_rp_1718	vdeq_vwuds	vwuds_0890	0890	1982-01-01		inactive	
vdeq_vwuds	VANSANT NO. 2 PREP PLANT(VANSANT NO. 2 PREP PLANT)	vwuds_rp_795	vdeq_vwuds	vwuds_0854	0854	1982-01-01		active	
vdeq_vwuds	Bredimus Farm(Bredimus Farm)	vwuds_rp_441	vdeq_vwuds	vwuds_10100	10100	2010-01-01		active	
vdeq_vwuds	Bristow Manor Golf Club(Bristow Manor Golf Club (Irrigation))	vwuds_rp_3884	vdeq_vwuds	vwuds_10332	10332	2015-01-01		active	
vdeq_vwuds	Laurel Point Subdivision(Laurel Point Subdivision)	vwuds_rp_3049	vdeq_vwuds	vwuds_10281	10281	2015-01-01		active	
vdeq_vwuds	Potomac Shores Golf Club(Potomac Shores Golf Club (Irrigation))	vwuds_rp_11625	vdeq_vwuds	vwuds_10333	10333	2015-01-01		active	
vdeq_vwuds	GOSHEN FARM(GOSHEN FARM)	vwuds_rp_1195	vdeq_vwuds	vwuds_5265	5265	2002-01-01		active	
vdeq_vwuds	LOCKSLEY HALL ESTATES(LOCKSLEY HALL ESTATES)	vwuds_rp_3037	vdeq_vwuds	vwuds_10282	10282	2015-01-01		active	
vdeq_vwuds	Herndon Centennial Golf Course(Herndon Centennial Golf Course (Irrigation))	vwuds_rp_3924	vdeq_vwuds	vwuds_10334	10334	2015-01-01		active	
vdeq_vwuds	Mallard Bay Public Water System(Mallard Bay Public Water System)	vwuds_rp_57	vdeq_vwuds	vwuds_10283	10283	2015-01-01		active	
vdeq_vwuds	SYDNOR - small well systems(SYDNOR - small well systems)	vwuds_rp_1796	vdeq_vwuds	vwuds_0046	0046	2007-01-01		active	
vdeq_vwuds	SHENANDOAH HYDROPOWER PLANT(SHENANDOAH HYDROPOWER PLANT)	vwuds_rp_1727	vdeq_vwuds	vwuds_1675	1675	1985-01-01		inactive	
vdeq_vwuds	Evergreen Country Club(Evergreen Country Club (Irrigation))	vwuds_rp_3921	vdeq_vwuds	vwuds_10335	10335	2015-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_1234	vdeq_vwuds	vwuds_5677	5677	1990-01-01		active	
vdeq_vwuds	NOMINI BAY FARMS PUBLIC WATER SUPPLY(NOMINI BAY FARMS PUBLIC WATER SUPPLY)	vwuds_rp_57	vdeq_vwuds	vwuds_10284	10284	2015-01-01		active	
vdeq_vwuds	Kiln Creek Golf Club and Resort(Kiln Creek Golf Club and Resort (Irrigation))	vwuds_rp_3948	vdeq_vwuds	vwuds_10336	10336	2015-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_678	vdeq_vwuds	vwuds_5118	5118			inactive	
vdeq_vwuds	Piedmont Golf Club(Piedmont Golf Club (Irrigation))	vwuds_rp_3947	vdeq_vwuds	vwuds_10337	10337	2015-01-01		active	
vdeq_vwuds	HIGH SCHOOL AND ELEMENTARY SCHOOL WELL SYSTEM(HIGH SCHOOL AND ELEMENTARY SCHOOL WELL SYSTEM)	vwuds_rp_3053	vdeq_vwuds	vwuds_10285	10285	2015-01-01		active	
vdeq_vwuds	GREEN HILLS CLUB(GREEN HILLS CLUB)	vwuds_rp_637	vdeq_vwuds	vwuds_1771	1771	1985-01-01		active	
vdeq_vwuds	VWUDS Test(VWUDS Test)	vwuds_rp_1776	vdeq_vwuds	vwuds_10050	10050	2009-01-01		active	
vdeq_vwuds	robtest(robtest)	vwuds_rp_1888	vdeq_vwuds	vwuds_10027	10027	2008-01-01		active	
vdeq_vwuds	GREEN HILLS DAIRY LLC(GREEN HILLS DAIRY LLC)	vwuds_rp_865	vdeq_vwuds	vwuds_5721	5721	1990-01-01		active	
vdeq_vwuds	POTOMAC SHORES SERVICE AREA(POTOMAC/WESTMORELAND SHORES)	vwuds_rp_1507	vdeq_vwuds	vwuds_1237	1237	1982-01-01		active	378 CONN POP SERVED 945 \nUNITED WATER VIRGINIA
vdeq_vwuds	HALIFAX (TOWN) WTP(HALIFAX, TOWN)	vwuds_rp_656	vdeq_vwuds	vwuds_0420	0420	1982-01-01		inactive	
vdeq_vwuds	EASY LIVING MOBILE PARK(EASY LIVING MOBILE PARK)	vwuds_rp_446	vdeq_vwuds	vwuds_0144	0144	1982-01-01		inactive	
vdeq_vwuds	TAZEWELL CORRECTIONAL UNIT #31(UNIT 31)	vwuds_rp_1521	vdeq_vwuds	vwuds_0855	0855	1982-01-01		inactive	
vdeq_vwuds	Wolftrap Woods Subd(Wolftrap Woods Subd)	vwuds_rp_57	vdeq_vwuds	vwuds_10137	10137	2010-01-01		active	
vdeq_vwuds	SEABOARD #2 PWS(SEABOARD MINES 1 & 2)	vwuds_rp_1300	vdeq_vwuds	vwuds_0856	0856	1982-01-01		inactive	
vdeq_vwuds	Ringgold Golf Club(Ringgold Golf Club (Irrigation))	vwuds_rp_6664	vdeq_vwuds	vwuds_10338	10338	2015-01-01		active	
vdeq_vwuds	Northumberland Shores(Northumberland Shores)	vwuds_rp_3054	vdeq_vwuds	vwuds_10286	10286	2015-01-01		active	
vdeq_vwuds	OAKMULGEE DAIRY(OAKMULGEE DAIRY)	vwuds_rp_241	vdeq_vwuds	vwuds_5102	5102	1990-01-01		active	
vdeq_vwuds	BROADDUS FARMS(BROADDUS FARMS)	vwuds_rp_975	vdeq_vwuds	vwuds_5873	5873	2003-01-01		active	
vdeq_vwuds	INGLESIDE DAIRY FARM, INC.(INGLESIDE DAIRY FARM, INC.)	vwuds_rp_236	vdeq_vwuds	vwuds_5512	5512	1997-01-01		active	
vdeq_vwuds	Pineview Mobile Home Park(Pineview Mobile Home Park Water System)	vwuds_rp_3061	vdeq_vwuds	vwuds_10287	10287	2015-01-01		active	
vdeq_vwuds	Mill Quarter Plantation Golf Club(Mill Quarter Plantation Golf Course (Irrigation))	vwuds_rp_3949	vdeq_vwuds	vwuds_10339	10339	2015-01-01		active	
vdeq_vwuds	MERRYMOUNT SUBDIVISION(MERRYMOUNT SUBDIVISION WATER SYSTEM)	vwuds_rp_57	vdeq_vwuds	vwuds_10224	10224	2013-01-01		active	
vdeq_vwuds	NORA PREPARATION PLANT(NORA PREP PLANT)	vwuds_rp_1572	vdeq_vwuds	vwuds_0872	0872	1982-01-01		inactive	
vdeq_vwuds	Rappahannock Westminster - Canterbury(Rappahannock Westminster - Canterbury Water System)	vwuds_rp_3057	vdeq_vwuds	vwuds_10288	10288	2015-01-01		active	
vdeq_vwuds	HILLCREST PARK SERVICE AREA(UPPER SMITH)	vwuds_rp_701	vdeq_vwuds	vwuds_0963	0963	1982-01-01		inactive	
vdeq_vwuds	Dominion Valley Country Club(Dominion Valley Country Club (Irrigation))	vwuds_rp_3953	vdeq_vwuds	vwuds_10340	10340	2015-01-01		active	
vdeq_vwuds	HALL FARMS INC(HALL FARMS INC)	vwuds_rp_346	vdeq_vwuds	vwuds_5228	5228	2004-01-01		active	
vdeq_vwuds	Rivers Bend Estates(Rivers Bend Estates Water System)	vwuds_rp_3034	vdeq_vwuds	vwuds_10289	10289	2015-01-01		active	
vdeq_vwuds	Glenrochie Country Club(Glenrochie Country Club (Irrigation))	vwuds_rp_4822	vdeq_vwuds	vwuds_10341	10341	2015-01-01		active	
vdeq_vwuds	DANVILLE INDUSTRAL WTP(DANVILLE-INDUSTRIAL)	vwuds_rp_322	vdeq_vwuds	vwuds_0656	0656	1982-01-01		active	
vdeq_vwuds	Stratford Hall Plantation(Stratford Hall Plantation Water System)	vwuds_rp_3060	vdeq_vwuds	vwuds_10290	10290	2015-01-01		active	
vdeq_vwuds	Trump National Golf Club Washington DC(Trump National Golf Club (Irrigation))	vwuds_rp_4821	vdeq_vwuds	vwuds_10342	10342	2015-01-01		active	
vdeq_vwuds	FIELDALE TOWEL MILL PLANT(F.C. DUMAINE PLT)	vwuds_rp_512	vdeq_vwuds	vwuds_1002	1002	1982-01-01		inactive	
vdeq_vwuds	MARTINSVILLE(MARTINSVILLE PLANT)	vwuds_rp_9	vdeq_vwuds	vwuds_1126	1126	1982-01-01		inactive	VF KNITWEAR INC \nV. F. IMAGEWEAR (EAST) INC
vdeq_vwuds	BASSETT PLANT(BASSETT PLANT)	vwuds_rp_86	vdeq_vwuds	vwuds_0997	0997	1982-01-01		active	
vdeq_vwuds	Westmoreland County Industrial Park(Westmoreland County Industrial Park Water System)	vwuds_rp_3043	vdeq_vwuds	vwuds_10291	10291	2015-01-01		active	
vdeq_vwuds	OLD TRAIL GOLF CLUB(OLD TRAIL GOLF CLUB (IRRIGATION))	vwuds_rp_4837	vdeq_vwuds	vwuds_10343	10343	2015-01-01		active	
vdeq_vwuds	NORTH RIVANNA WTP(ALCSA & CHARLOTTESVILLE)	vwuds_rp_1213	vdeq_vwuds	vwuds_0819	0819	1982-01-01		active	
vdeq_vwuds	DUBLIN SERVICE AREA(DUBLIN)	vwuds_rp_426	vdeq_vwuds	vwuds_0712	0712	1982-01-01		active	
vdeq_vwuds	MONROE BAY ESTATE SERVICE AREA(MONROE BAY ESTATES)	vwuds_rp_345	vdeq_vwuds	vwuds_1792	1792	1985-01-01		active	
vdeq_vwuds	Lee's Hill Golf Course(Lee's Hill Golf Course (Irrigation))	vwuds_rp_4836	vdeq_vwuds	vwuds_10344	10344	2015-01-01		active	
vdeq_vwuds	FORT PICKETT SERVICE AREA(FORT PICKETT)	vwuds_rp_134	vdeq_vwuds	vwuds_0013	0013	1987-01-01		inactive	
vdeq_vwuds	Woodford Estates(Woodford Estates)	vwuds_rp_1800	vdeq_vwuds	vwuds_0048	0048	2007-01-01		active	no longer operated by Sydnor \nSYDNOR - Minarchi MHP
vdeq_vwuds	White Sands Harbor(White Sands Harbor Water System)	vwuds_rp_3052	vdeq_vwuds	vwuds_10292	10292	2015-01-01		active	
vdeq_vwuds	SHANNON FOREST SERVICE AREA(SHANNON FOREST)	vwuds_rp_1306	vdeq_vwuds	vwuds_1121	1121	1982-01-01		inactive	
vdeq_vwuds	REUSENS HYDROPOWER PLANT(REUSENS HYDROPOWER PLANT)	vwuds_rp_47	vdeq_vwuds	vwuds_1671	1671	1985-01-01		inactive	
vdeq_vwuds	EDINBURG SERVICE AREA(EDINBURG)	vwuds_rp_451	vdeq_vwuds	vwuds_0104	0104	1982-01-01		active	
vdeq_vwuds	Riverfront Golf Club(Riverfront Golf Club (Irrigation))	vwuds_rp_3058	vdeq_vwuds	vwuds_10293	10293	2015-01-01		active	
vdeq_vwuds	AMONATE SERVICE AREA(AMONATE)	vwuds_rp_1727	vdeq_vwuds	vwuds_0825	0825	1982-01-01		inactive	SGJ: 01202012, subyr at request of psa \nPOCAHONTAS WATERWORKS INC
vdeq_vwuds	BULL RUN GOLF CLUB(BULL RUN GOLF CLUB (Irrigation))	vwuds_rp_4835	vdeq_vwuds	vwuds_10345	10345	2015-01-01		active	
vdeq_vwuds	MOORES BRIDGE WTP(NORFOLK)	vwuds_rp_1065	vdeq_vwuds	vwuds_0682	0682	1982-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_1171	vdeq_vwuds	vwuds_5378	5378	1990-01-01		active	
vdeq_vwuds	SHENANDOAH (TOWN) WTP(SHENANDOAH, TOWN)	vwuds_rp_1314	vdeq_vwuds	vwuds_0715	0715	1982-01-01		inactive	
vdeq_vwuds	RIVERTON PLANT(RIVERTON PLANT)	vwuds_rp_1218	vdeq_vwuds	vwuds_0108	0108	1982-01-01		inactive	
vdeq_vwuds	Pooles Mobile Home Park(Pooles Mobile Home Park)	vwuds_rp_811	vdeq_vwuds	vwuds_10017	10017	2008-01-01		active	
vdeq_vwuds	CONNER DAIRY FARM INC	vwuds_rp_767	vdeq_vwuds	vwuds_5459	5459			inactive	
vdeq_vwuds	Birdwood Golf Course(Birdwood Golf Course (Irrigation))	vwuds_rp_3065	vdeq_vwuds	vwuds_10294	10294	2015-01-01		active	
vdeq_vwuds	Blacksburg Municipal Golf Course(Blacksburg Municipal Golf Course (Irrigation))	vwuds_rp_4841	vdeq_vwuds	vwuds_10346	10346	2015-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_209	vdeq_vwuds	vwuds_5468	5468	1991-01-01		inactive	
vdeq_vwuds	HOLLOWAY FARM	vwuds_rp_719	vdeq_vwuds	vwuds_5096	5096	1990-01-01		active	
vdeq_vwuds	Venter Heights	vwuds_rp_1796	vdeq_vwuds	vwuds_2243	2243	2006-01-01		active	
vdeq_vwuds	DAYS INN / PUMPKINS REST(DAYS INN / PUMPKINS RESTAURANT)	vwuds_rp_1796	vdeq_vwuds	vwuds_2062	2062	1992-01-01		inactive	
vdeq_vwuds	James H. Ritchie(Turner Family Farm)	vwuds_rp_1777	vdeq_vwuds	vwuds_10066	10066	2009-01-01		active	
vdeq_vwuds	FOUR WINDS CLUB, INC.(FOUR WINDS CLUB)	vwuds_rp_527	vdeq_vwuds	vwuds_1431	1431	1982-01-01		active	
vdeq_vwuds	MTN VIEW SHORES SERVICE AREA(MOUNTAIN VIEW SHORES)	vwuds_rp_103	vdeq_vwuds	vwuds_1693	1693	1985-01-01		active	
vdeq_vwuds	Bedford Central Water Treatment Plant(Bedford Central)	vwuds_rp_102	vdeq_vwuds	vwuds_0581	0581	1982-01-01		active	
vdeq_vwuds	HORSE MOUNTAIN WTP 2(COVINGTON)	vwuds_rp_328	vdeq_vwuds	vwuds_0611	0611	1982-01-01		inactive	
vdeq_vwuds	Skyland Lakes Golf Course(Skyland Lakes Golf Course (Irrigation))	vwuds_rp_4847	vdeq_vwuds	vwuds_10347	10347	2015-01-01		active	
vdeq_vwuds	Laurel Hills Golf Club(Laurel Hills Golf Course)	vwuds_rp_1783	vdeq_vwuds	vwuds_10073	10073	2009-01-01		active	
vdeq_vwuds	NEEDMORE SERVICE AREA(NEEDMORE)	vwuds_rp_1697	vdeq_vwuds	vwuds_0322	0322	1982-01-01		inactive	
vdeq_vwuds	Suffolk Golf Course(Suffolk Golf Course (Irrigation))	vwuds_rp_3042	vdeq_vwuds	vwuds_10295	10295	2015-01-01		active	
vdeq_vwuds	OLE MONTEREY GOLF CLUB(OLE MONTEREY GOLF CLUB (Irrigation))	vwuds_rp_3066	vdeq_vwuds	vwuds_10296	10296	2015-01-01		active	
vdeq_vwuds	Urbanna Harbour(Urbanna Harbour)	vwuds_rp_1873	vdeq_vwuds	vwuds_10164	10164	2011-01-01		active	
vdeq_vwuds	PAINT BANK FISH CULTURAL STA.(PAINT BANK)	vwuds_rp_1538	vdeq_vwuds	vwuds_1477	1477	1982-01-01		active	
vdeq_vwuds	CULPEPER (TOWN) SERVICE AREA(CULPEPER, TOWN)	vwuds_rp_342	vdeq_vwuds	vwuds_0299	0299	1982-01-01		active	
vdeq_vwuds	NONESUCH NURSERY	vwuds_rp_1662	vdeq_vwuds	vwuds_5439	5439	1990-01-01		active	
vdeq_vwuds	KEYSVILLE WTP(KEYSVILLE)	vwuds_rp_873	vdeq_vwuds	vwuds_0414	0414	1982-01-01		active	
vdeq_vwuds	CATLETT SYSTEM(CATLETT SYSTEM)	vwuds_rp_503	vdeq_vwuds	vwuds_1937	1937	1989-01-01		active	
vdeq_vwuds	BLUEFIELD WTP(BLUEFIELD (VA))	vwuds_rp_138	vdeq_vwuds	vwuds_0545	0545	1982-01-01		active	
vdeq_vwuds	ISLE OF PINES SERVICE AREA abandon tied into SML Cental(ISLE OF PINES SERVICE AREA)	vwuds_rp_103	vdeq_vwuds	vwuds_0598	0598	1982-01-01		active	
vdeq_vwuds	LAKEVIEW GOLF COURSE(LAKEVIEW GOLF COURSE)	vwuds_rp_900	vdeq_vwuds	vwuds_1767	1767	1985-01-01		active	
vdeq_vwuds	INDEPENDENT WELLS(INDEPENDENT WELLS)	vwuds_rp_503	vdeq_vwuds	vwuds_2038	2038	1990-01-01		active	
vdeq_vwuds	WOODWAY SERVICE AREA(WOODWAY)	vwuds_rp_1749	vdeq_vwuds	vwuds_0203	0203	1982-01-01		active	
vdeq_vwuds	MCCLURE #1 MINE & PREP PLANT(MCCLURE #1 MINE & PREP PLANT)	vwuds_rp_396	vdeq_vwuds	vwuds_0847	0847	1982-01-01		active	EXT 6252 \nCLINCHFIELD COAL CO.
vdeq_vwuds	RAVEN-DORAN SERVICE AREA(RAVEN-DORAN)	vwuds_rp_1396	vdeq_vwuds	vwuds_0315	0315	1982-01-01		active	
vdeq_vwuds	Cypress Creek Golfers Club(Cypress Creek Golfers Club (Irrigation))	vwuds_rp_3044	vdeq_vwuds	vwuds_10297	10297	2015-01-01		active	
vdeq_vwuds	SURRY (TOWN) SERVICE AREA(SURRY, TOWN)	vwuds_rp_1383	vdeq_vwuds	vwuds_1380	1380	1982-01-01		active	
vdeq_vwuds	COKE OVENS(VANSANT COKE OVENS)	vwuds_rp_795	vdeq_vwuds	vwuds_0853	0853	1982-01-01		active	
vdeq_vwuds	LAUREL FORK MINE NO. 12(LAUREL FORK MINE NO. 12)	vwuds_rp_796	vdeq_vwuds	vwuds_0857	0857	1982-01-01		inactive	
vdeq_vwuds	GRUNDY WTP(GRUNDY SERVICE AREA)	vwuds_rp_177	vdeq_vwuds	vwuds_0556	0556	1982-01-01		inactive	
vdeq_vwuds	SLATE CREEK SERVICE AREA(SLATE CREEK)	vwuds_rp_178	vdeq_vwuds	vwuds_1751	1751	1985-01-01		inactive	
vdeq_vwuds	CARROLL COUNTY REGIONAL(CARROLL COUNTY REGIONAL)	vwuds_rp_219	vdeq_vwuds	vwuds_10179	10179	2012-01-01		active	
vdeq_vwuds	LOVES SERVICE AREA(LOVES WATER SYSTEM)	vwuds_rp_219	vdeq_vwuds	vwuds_10183	10183	2012-01-01		active	
vdeq_vwuds	Heritage Hall #10 Nursing Home(Heritage Hall #10 Nursing Home)	vwuds_rp_3031	vdeq_vwuds	vwuds_10298	10298	2015-01-01		active	
vdeq_vwuds	QUEENFIELD FARM(QUEENFIELD FARM)	vwuds_rp_776	vdeq_vwuds	vwuds_5133	5133	1990-01-01		active	
vdeq_vwuds	LEBANON SERVICE AREA(LEBANON)	vwuds_rp_909	vdeq_vwuds	vwuds_0181	0181	1982-01-01		inactive	
vdeq_vwuds	GLADE SPRING SERVICE AREA(GLADE SPRING)	vwuds_rp_1837	vdeq_vwuds	vwuds_0329	0329	1982-01-01		inactive	
vdeq_vwuds	FROM PENNINGTON GAP(FROM PENNINGTON GAP)	vwuds_rp_1843	vdeq_vwuds	vwuds_2280	2280	2006-01-01		inactive	
vdeq_vwuds	GREEN HILL DAIRY	vwuds_rp_818	vdeq_vwuds	vwuds_5492	5492			inactive	
vdeq_vwuds	HIGHLAND DAIRY	vwuds_rp_370	vdeq_vwuds	vwuds_5481	5481			inactive	
vdeq_vwuds	M & L PRODUCE INC		vdeq_vwuds	vwuds_5490	5490	1990-01-01		inactive	
vdeq_vwuds	SANDY RIDGE SERVICE AREA(SANDY RIDGE SERVICE AREA)	vwuds_rp_1697	vdeq_vwuds	vwuds_2110	2110	1990-01-01		inactive	
vdeq_vwuds	AKERS FARM	vwuds_rp_352	vdeq_vwuds	vwuds_5485	5485	2004-01-01		active	
vdeq_vwuds	Brann Farms(Brann Farms)	vwuds_rp_1854	vdeq_vwuds	vwuds_10142	10142	2010-01-01		active	
vdeq_vwuds	EAST CARTER VALLEY(LYNN MAR)	vwuds_rp_1296	vdeq_vwuds	vwuds_2042	2042	1990-01-01		active	107 LEGION ST \nLYNN MAR SUBDIVISION
vdeq_vwuds	WINCHESTER PLANT(WINCHESTER PLANT)	vwuds_rp_1098	vdeq_vwuds	vwuds_0109	0109	1982-01-01		inactive	
vdeq_vwuds	BIG ROCK NO.  8 PREP PLANT(BIG ROCK  #3  PLANT)	vwuds_rp_131	vdeq_vwuds	vwuds_0874	0874	1982-01-01		active	WELLMORE PREP PLT NO 8 \nWELLMORE COAL CORPORATION
vdeq_vwuds	Blue Ridge Country Club(Blue Ridge Country Club (Irrigation))	vwuds_rp_3062	vdeq_vwuds	vwuds_10299	10299	2015-01-01		active	
vdeq_vwuds	Montclair Country Club(Montclair Country Club (Irrigation))	vwuds_rp_6193	vdeq_vwuds	vwuds_10348	10348	2015-01-01		active	
vdeq_vwuds	DOE RUN LODGE SERVICE AREA(DOE RUN LODGE)	vwuds_rp_644	vdeq_vwuds	vwuds_0836	0836	1982-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_1594	vdeq_vwuds	vwuds_5674	5674	1990-01-01		inactive	
vdeq_vwuds	WINTERGREEN MTN SERVICE AREA(WINTERGREEN MOUNTAIN VILLAGE)	vwuds_rp_1740	vdeq_vwuds	vwuds_0248	0248	1982-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_1231	vdeq_vwuds	vwuds_5557	5557	1990-01-01		active	
vdeq_vwuds	WINDY HILL SPORTS COMPLEX(WINDY HILL SPORTS COMPLEX (Irrigation))	vwuds_rp_6191	vdeq_vwuds	vwuds_10349	10349	2015-01-01		active	
vdeq_vwuds	FINCASTLE SERVICE AREA(FINCASTLE)	vwuds_rp_514	vdeq_vwuds	vwuds_0906	0906	1982-01-01		active	
vdeq_vwuds	Guilford Heights Subdivision(Guilford Heights Subdivision)	vwuds_rp_647	vdeq_vwuds	vwuds_10028	10028	2009-01-01		active	
vdeq_vwuds	CEDARBROOKE(CEDARBROOKE WATER SYSTEM)	vwuds_rp_57	vdeq_vwuds	vwuds_10300	10300	2015-01-01		active	
vdeq_vwuds	SCHUYLER SERVICE AREA(SCHUYLER SERVICE AREA)	vwuds_rp_1740	vdeq_vwuds	vwuds_0242	0242	1982-01-01		active	
vdeq_vwuds	LOVINGSTON SERVICE AREA(LOVINGSTON SERVICE AREA)	vwuds_rp_1740	vdeq_vwuds	vwuds_0241	0241	1982-01-01		active	
vdeq_vwuds	PINE RIDGE MOBILE HOME COMM(PINE RIDGE MOBILE HOME COMM)	vwuds_rp_1796	vdeq_vwuds	vwuds_1301	1301	1982-01-01		active	
vdeq_vwuds	STAFFORD COUNTY SERVICE AREA(STAFFORD COUNTY)	vwuds_rp_1359	vdeq_vwuds	vwuds_0482	0482	1982-01-01		active	
vdeq_vwuds	ELIZABETH MANOR GOLF CLUB(ELIZABETH MANOR GOLF CLUB)	vwuds_rp_462	vdeq_vwuds	vwuds_1297	1297	1982-01-01		active	
vdeq_vwuds	COLONIAL BEACH SERVICE AREA(COLONIAL BEACH)	vwuds_rp_302	vdeq_vwuds	vwuds_0434	0434	1982-01-01		active	
vdeq_vwuds	ABEL LAKE WTP(STAFFORD COUNTY)	vwuds_rp_1359	vdeq_vwuds	vwuds_0303	0303	1982-01-01		inactive	
vdeq_vwuds	Oak Shades MHP(Oak Shades MHP)	vwuds_rp_1812	vdeq_vwuds	vwuds_10074	10074	2009-01-01		active	
vdeq_vwuds	JEWELL RIDGE SERVICE AREA(JEWELL RIDGE)	vwuds_rp_1396	vdeq_vwuds	vwuds_0808	0808	1982-01-01		inactive	
vdeq_vwuds	HARMAN MINE & PREP PLANT(HARMAN MINE & PREP PLANT)		vdeq_vwuds	vwuds_0852	0852	1982-01-01		inactive	
vdeq_vwuds	The Country Club of Culpeper Golf Course(The Country Club of Culpeper Golf Course Irrigation System)	vwuds_rp_1867	vdeq_vwuds	vwuds_10157	10157	2011-01-01		active	
vdeq_vwuds	SURRY NUCLEAR POWER PLANT(SURRY NUCLEAR POWER PLANT)	vwuds_rp_412	vdeq_vwuds	vwuds_1339	1339	1982-01-01		active	
vdeq_vwuds	Kanawha Club(Kanawha Club (Irrigation))	vwuds_rp_6192	vdeq_vwuds	vwuds_10350	10350	2015-01-01		active	
vdeq_vwuds	ST. TAMMANYS LANDING(ST. TAMMANY'S LANDING WATER SYSTEM)	vwuds_rp_57	vdeq_vwuds	vwuds_10301	10301	2015-01-01		active	
vdeq_vwuds	Greenhouse(DRIVER BROTHERS INC)	vwuds_rp_1010	vdeq_vwuds	vwuds_5694	5694	1990-01-01		active	
